licenseNumber,businessName,licenseType,State,StateAbbr,address,city,zipCode,expirationDate,status,phone,email
050-1000162E337,Oregon's Finest,recreational retailer,Oregon,OR,,,,09/30/2024,active,,
050-1000236A6D2,The Dispensary on 52nd,recreational retailer,Oregon,OR,,,,12/13/2024,active,,
050-1000345DEA9,NoDak Green Prairie,recreational retailer,Oregon,OR,,,,11/30/2024,active,,
050-1000360C340,Tokyo Starfish,recreational retailer,Oregon,OR,,,,12/12/2024,active,,
050-1000365F3DF,Green Goddess Remedies,recreational retailer,Oregon,OR,,,,11/08/2024,active,,
050-1000396C575,Kind Heart Collective,recreational retailer,Oregon,OR,,,,01/01/2025,active,,
050-1000459CA6F,Evergreen Hood River,recreational retailer,Oregon,OR,,,,11/20/2024,active,,
050-1000652B6CC,Oregon Bud Company LLC,recreational retailer,Oregon,OR,,,,01/10/2025,active,,
050-1000779DEF8,La Mota,recreational retailer,Oregon,OR,,,,11/08/2024,active,,
050-1000929AF4B,Oregon's Herbal Remedies,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1000954D8AD,Eugene OG,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-1001367CE42,La Mota,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1001576D112,Rogue River Herbal PMC,recreational retailer,Oregon,OR,,,,01/29/2025,active,,
050-1001606EE83,Serra Belmont,recreational retailer,Oregon,OR,,,,12/12/2024,active,,
050-1001649DE75,Top Shelf Cannabis,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-1001843EA13,The Lucky Leaf,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-1002260AA4F,The Green Planet,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1002423E8DA,The Joint on State,recreational retailer,Oregon,OR,,,,11/02/2024,active,,
050-1002483A9C1,The Green Planet,recreational retailer,Oregon,OR,,,,11/22/2024,active,,
050-1002555FF29,Sweet Relief Tillamook,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1002566EF10,The Medication Station,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1002710CD3B,Emerald City Dispensary,recreational retailer,Oregon,OR,,,,03/19/2025,active,,
050-1002834A6BC,Oregon Coast Cannabis,recreational retailer,Oregon,OR,,,,12/31/2023,active,,
050-1002850B56E,Buds 4 U,recreational retailer,Oregon,OR,,,,12/28/2024,active,,
050-1002983CE7E,La Mota,recreational retailer,Oregon,OR,,,,04/24/2024,active,,
050-1003171DF64,Oregon Coast Dispensary Inc,recreational retailer,Oregon,OR,,,,01/01/2025,active,,
050-1003244C082,TRULY PURE,recreational retailer,Oregon,OR,,,,03/20/2025,active,,
050-1003306A6B6,Nectar,recreational retailer,Oregon,OR,,,,10/11/2024,active,,
050-1003307ED92,Nectar,recreational retailer,Oregon,OR,,,,10/25/2024,active,,
050-1003343AD7E,Natural Wonders,recreational retailer,Oregon,OR,,,,01/12/2025,active,,
050-1003361BA17,Herbal Choices,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1003433A4EA,Gram Central Station,recreational retailer,Oregon,OR,,,,03/30/2025,active,,
050-1003493E0C7,Club Sockeye,recreational retailer,Oregon,OR,,,,10/30/2025,active,,
050-1003518CE3D,Deanz Greenz,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1003636DAFA,Pacific Green,recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1003813BCA1,Positive Vibrations,recreational retailer,Oregon,OR,,,,01/18/2025,active,,
050-1003823E63C,Sunray Cannabis,recreational retailer,Oregon,OR,,,,01/08/2025,active,,
050-1003834AEE9,Refinery Canna Connoisseur,recreational retailer,Oregon,OR,,,,05/04/2024,active,,
050-1003846F031,The CDC Dispensary,recreational retailer,Oregon,OR,,,,04/03/2025,active,,
050-1003857B96E,"Today's Herbal Choice, Inc.",recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1003859B9F6,La Cannaisseur,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-1003884B7AC,DEFYNE PREMIUM CANNABIS,recreational retailer,Oregon,OR,,,,12/26/2024,active,,
050-1003982A725,Phresh Cannabis,recreational retailer,Oregon,OR,,,,01/05/2020,active,,
050-1004029B8B0,"OG Collective, LLC",recreational retailer,Oregon,OR,,,,03/13/2025,active,,
050-1004054A790,Going Green Grand Ronde,recreational retailer,Oregon,OR,,,,01/11/2025,active,,
050-1004070FB52,High Mountain Recreational,recreational retailer,Oregon,OR,,,,11/16/2024,active,,
050-1004082F8AD,Lincoln City Collective,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1004135DBFA,West,recreational retailer,Oregon,OR,,,,03/02/2025,active,,
050-1004244CF83,Tsunami Marijuana LLC,recreational retailer,Oregon,OR,,,,04/17/2024,active,,
050-1004282BD55,Portland Canna Connection,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1004294B93A,Tree House Collective,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1004297C917,Solutions of the Millennium LLC,recreational retailer,Oregon,OR,,,,08/24/2024,active,,
050-1004323E257,Little Amsterdam Wellness Center,recreational retailer,Oregon,OR,,,,12/30/2024,active,,
050-1004330B65D,Swed.co,recreational retailer,Oregon,OR,,,,02/16/2025,active,,
050-1004487C310,Substance,recreational retailer,Oregon,OR,,,,04/09/2025,active,,
050-1004542CDD8,Redbarn Cannabis,recreational retailer,Oregon,OR,,,,08/27/2025,active,,
050-1004550B848,Green Gratitude,recreational retailer,Oregon,OR,,,,12/26/2024,active,,
050-1004552C21B,Otis Collective,recreational retailer,Oregon,OR,,,,01/04/2025,active,,
050-1004602AE08,West,recreational retailer,Oregon,OR,,,,03/02/2025,active,,
050-1004605A8E3,Mr. Nice Guy Corvallis,recreational retailer,Oregon,OR,,,,09/11/2025,active,,
050-1004691B5CD,Highway 420,recreational retailer,Oregon,OR,,,,01/19/2025,active,,
050-1004701F805,Pur Roots,recreational retailer,Oregon,OR,,,,08/26/2024,active,,
050-1004716B1DB,Phresh Start LLC,recreational retailer,Oregon,OR,,,,02/26/2025,active,,
050-1004764F055,Local Herb,recreational retailer,Oregon,OR,,,,12/31/2024,active,,
050-1004766AB16,Citi Zen,recreational retailer,Oregon,OR,,,,02/02/2025,active,,
050-1004923B1AA,Deep Roots Cannabis,recreational retailer,Oregon,OR,,,,03/07/2025,active,,
050-1005050D2DA,West Coast Organics,recreational retailer,Oregon,OR,,,,01/30/2025,active,,
050-1005063D72C,Doctor's Orders,recreational retailer,Oregon,OR,,,,01/10/2025,active,,
050-1005117D2A6,Attis Trading Company,recreational retailer,Oregon,OR,,,,01/20/2025,active,,
050-1005120BE71,Attis Trading Company,recreational retailer,Oregon,OR,,,,01/02/2025,active,,
050-1005162BFD5,Attis Trading Company,recreational retailer,Oregon,OR,,,,01/22/2025,active,,
050-1005168B9ED,Redbarn Dispensary,recreational retailer,Oregon,OR,,,,07/12/2025,active,,
050-1005284C8D3,"Going Green Albany, Inc.",recreational retailer,Oregon,OR,,,,02/08/2025,active,,
050-1005285C05B,Nectar,recreational retailer,Oregon,OR,,,,02/14/2025,active,,
050-1005314D346,One Draw Two,recreational retailer,Oregon,OR,,,,03/08/2024,active,,
050-1005499C76F,Forward Cannabis,recreational retailer,Oregon,OR,,,,05/09/2024,active,,
050-1005537C257,T.E.R.P Collective INC,recreational retailer,Oregon,OR,,,,04/04/2024,active,,
050-1005553BACC,Green Lion,recreational retailer,Oregon,OR,,,,03/16/2025,active,,
050-1005582DBA5,Weedbucks,recreational retailer,Oregon,OR,,,,06/14/2025,active,,
050-1005629EC8B,Southern Oregon Cannabis Connection,recreational retailer,Oregon,OR,,,,04/05/2024,active,,
050-1005776B2C0,Reefer Madness,recreational retailer,Oregon,OR,,,,02/12/2025,active,,
050-1005889ADB7,Nectar,recreational retailer,Oregon,OR,,,,09/07/2024,active,,
050-1006029FA55,"High Desert Cannabis, LLC",recreational retailer,Oregon,OR,,,,06/01/2024,active,,
050-1006105BAF2,Green Box,recreational retailer,Oregon,OR,,,,07/13/2025,active,,
050-1006107BBE8,Oasis Cannabis,recreational retailer,Oregon,OR,,,,05/14/2024,active,,
050-1006287B0C6,Papa Buds,recreational retailer,Oregon,OR,,,,08/30/2025,active,,
050-1006325AD11,"Wild West Emporium, Sandy Blvd",recreational retailer,Oregon,OR,,,,04/18/2024,active,,
050-1006350ECEF,Speedy Janes,recreational retailer,Oregon,OR,,,,10/08/2024,active,,
050-1006368EB36,Rip City Delivery,recreational retailer,Oregon,OR,,,,08/17/2024,active,,
050-1006382C6BF,Green Muse LLC,recreational retailer,Oregon,OR,,,,10/03/2024,active,,
050-1006519C12E,Green Therapy,recreational retailer,Oregon,OR,,,,10/04/2024,active,,
050-1006884F4A9,Floyd's Fine Cannabis,recreational retailer,Oregon,OR,,,,11/12/2025,active,,
050-1006946EE11,CannaVida,recreational retailer,Oregon,OR,,,,08/13/2024,active,,
050-1007069E349,Treestar,recreational retailer,Oregon,OR,,,,03/07/2025,active,,
050-1007207EDB9,La Mota,recreational retailer,Oregon,OR,,,,07/26/2025,active,,
050-1007242C532,The Greener Side Detroit Lake,recreational retailer,Oregon,OR,,,,11/05/2024,active,,
050-1007334E153,Cookies,recreational retailer,Oregon,OR,,,,03/30/2025,active,,
050-1007382E249,Cookies,recreational retailer,Oregon,OR,,,,02/21/2025,active,,
050-1007437F64E,Four Seasons Dispensary and Resource Center,recreational retailer,Oregon,OR,,,,10/30/2023,active,,
050-1007465E4E4,Hyroot Organics,recreational retailer,Oregon,OR,,,,01/24/2024,active,,
050-1007581CF85,HASHSTORIA,recreational retailer,Oregon,OR,,,,08/21/2024,active,,
050-1007585AD54,Lemonnade PDX,recreational retailer,Oregon,OR,,,,09/27/2024,active,,
050-1007632F435,Floyd's Fine Cannabis,recreational retailer,Oregon,OR,,,,06/06/2025,active,,
050-1007695C5F7,Hierba Buena,recreational retailer,Oregon,OR,,,,02/11/2025,active,,
050-1007724B972,La Mota,recreational retailer,Oregon,OR,,,,11/14/2024,active,,
050-1007806B0B8,La Mota,recreational retailer,Oregon,OR,,,,01/14/2025,active,,
050-1008270BB4F,La Mota SW Portland,recreational retailer,Oregon,OR,,,,07/07/2025,active,,
050-1008285A7DD,Nectar,recreational retailer,Oregon,OR,,,,03/12/2025,active,,
050-1008335A9E3,Mr. Nice Guy Market St,recreational retailer,Oregon,OR,,,,03/12/2025,active,,
050-1008370DC68,Mr. Nice Guy Lebanon,recreational retailer,Oregon,OR,,,,04/22/2025,active,,
050-1008663DE73,Hippy Trip,recreational retailer,Oregon,OR,,,,08/23/2025,active,,
050-1008712E87C,FX 420 INC,recreational retailer,Oregon,OR,,,,04/03/2025,active,,
050-1008848DCF8,Mr. Nice Guy - 3rd St,recreational retailer,Oregon,OR,,,,10/16/2024,active,,
050-1009085FCAD,La Mota Brookings,recreational retailer,Oregon,OR,,,,07/28/2025,active,,
050-1009127E8AF,PottonMouth Retail Cannabis,recreational retailer,Oregon,OR,,,,05/10/2025,active,,
050-1009286BD03,Nectar Markets,recreational retailer,Oregon,OR,,,,04/18/2025,active,,
050-1009362B0FF,Kanopy 7,recreational retailer,Oregon,OR,,,,07/02/2025,active,,
050-1009465D34F,Preserve Oregon,recreational retailer,Oregon,OR,,,,09/18/2025,active,,
050-1009489D6FC,Electric Lettuce Denny,recreational retailer,Oregon,OR,,,,05/10/2025,active,,
050-1010491A550,La Mota Medford 3,recreational retailer,Oregon,OR,,,,05/20/2025,active,,
050-1010496F611,"Today's Herbal Choice Barbur, LLC",recreational retailer,Oregon,OR,,,,04/18/2025,active,,
050-1010641CEDD,The Bake Shop,recreational retailer,Oregon,OR,,,,04/07/2025,active,,
050-1010695C070,Nectar,recreational retailer,Oregon,OR,,,,09/16/2024,active,,
050-1010724DE65,Green Knottz Madras,recreational retailer,Oregon,OR,,,,10/16/2024,active,,
050-1011062F6DA,Yachats Cannabis Company,recreational retailer,Oregon,OR,,,,01/10/2025,active,,
050-1011108FB30,Simple Cannabis Co.,recreational retailer,Oregon,OR,,,,09/09/2024,active,,
050-1011273FDDC,Tokyo Starfish 3,recreational retailer,Oregon,OR,,,,05/22/2025,active,,
050-1011298F0B2,Nectar Markets,recreational retailer,Oregon,OR,,,,12/13/2024,active,,
050-1011388D21A,Redbarn Dispensary,recreational retailer,Oregon,OR,,,,07/23/2025,active,,
050-1011537E502,LA MOTA,recreational retailer,Oregon,OR,,,,06/05/2025,active,,
050-1011581AD4E,La Mota,recreational retailer,Oregon,OR,,,,01/26/2025,active,,
050-1011585E7DC,La Mota,recreational retailer,Oregon,OR,,,,03/02/2025,active,,
050-1011666F84B,Urban Canna Apothecary,recreational retailer,Oregon,OR,,,,11/09/2024,active,,
050-1011675DFC6,Top Shelf Medicine,recreational retailer,Oregon,OR,,,,02/07/2025,active,,
050-1011685A401,Nectar,recreational retailer,Oregon,OR,,,,04/18/2025,active,,
050-1011718F505,Nectar,recreational retailer,Oregon,OR,,,,09/08/2024,active,,
050-1011795F274,"Nectar Markets, LLC",recreational retailer,Oregon,OR,,,,05/04/2025,active,,
050-1011885C837,Big Medicine Botanicals llc,recreational retailer,Oregon,OR,,,,11/22/2024,active,,
050-1012006BB1E,Emerald Triangle Dispensary,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-1012021E786,Electric Lettuce Holgate,recreational retailer,Oregon,OR,,,,11/15/2024,active,,
050-1012077A338,Old School Bliss,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-1012246E7D7,Top Shelf Wellness Center,recreational retailer,Oregon,OR,,,,12/04/2024,active,,
050-1012475B14E,Emerald Triangle Dispensary,recreational retailer,Oregon,OR,,,,12/29/2024,active,,
050-1012479EF11,Red Barn Dispensary,recreational retailer,Oregon,OR,,,,10/25/2024,active,,
050-1012488B7F2,Emerald Triangle Dispensary,recreational retailer,Oregon,OR,,,,02/11/2025,active,,
050-1012526D914,House of Hash,recreational retailer,Oregon,OR,,,,12/17/2024,active,,
050-1012690FAAC,Zion Cannabis,recreational retailer,Oregon,OR,,,,06/26/2024,active,,
050-1012716F28A,"17 Farms, LLC",recreational retailer,Oregon,OR,,,,11/23/2024,active,,
050-1012848DB9F,Good Good,recreational retailer,Oregon,OR,,,,01/18/2025,active,,
050-1012871B839,OG Collective,recreational retailer,Oregon,OR,,,,11/24/2024,active,,
050-1012887F9A0,Western Oregon Dispensary,recreational retailer,Oregon,OR,,,,09/19/2025,active,,
050-1013239D34B,Electric Lettuce Alberta,recreational retailer,Oregon,OR,,,,03/06/2025,active,,
050-1013305B57E,Farma,recreational retailer,Oregon,OR,,,,11/27/2024,active,,
050-1013413CA5B,Ascend Dispensary,recreational retailer,Oregon,OR,,,,02/18/2025,active,,
050-1013444DEA1,Top Shelf Wellness Center,recreational retailer,Oregon,OR,,,,02/06/2025,active,,
050-1013745FADA,Canna Daddy's,recreational retailer,Oregon,OR,,,,06/30/2025,active,,
050-1013753ACFE,La Mota,recreational retailer,Oregon,OR,,,,05/09/2025,active,,
050-1013874BDF5,Oregon Euphorics,recreational retailer,Oregon,OR,,,,03/28/2025,active,,
050-1013962E065,BLOOMINATI CANNABIS CORP.,recreational retailer,Oregon,OR,,,,01/13/2025,active,,
050-1014054E333,Five Zero Trees Oregon City,recreational retailer,Oregon,OR,,,,08/26/2025,active,,
050-1014111B782,High Lakes Cannabis Co,recreational retailer,Oregon,OR,,,,06/24/2025,active,,
050-1014115A716,Floyd's Fine Cannabis,recreational retailer,Oregon,OR,,,,06/03/2025,active,,
050-1014138FB3D,Amberlight Cannabis House,recreational retailer,Oregon,OR,,,,05/07/2025,active,,
050-1014181B573,Treasure Valley Cannabis Company,recreational retailer,Oregon,OR,,,,08/31/2024,active,,
050-1014325BA52,Emerald Triangle Dispensary,recreational retailer,Oregon,OR,,,,06/24/2025,active,,
050-1014408AB28,The Green Planet,recreational retailer,Oregon,OR,,,,08/18/2025,active,,
050-1014500F406,Phresh Start,recreational retailer,Oregon,OR,,,,04/27/2025,active,,
050-1014530D0F6,Electric Lettuce Old Town,recreational retailer,Oregon,OR,,,,05/28/2025,active,,
050-1014534AF69,Buzz Box,recreational retailer,Oregon,OR,,,,06/15/2025,active,,
050-1014594A9CC,Discovery Cannabis,recreational retailer,Oregon,OR,,,,06/27/2025,active,,
050-1014653D811,TJ's On The Alley,recreational retailer,Oregon,OR,,,,09/03/2024,active,,
050-1014846FBEA,southern oregon cannabis connection,recreational retailer,Oregon,OR,,,,03/14/2024,active,,
050-1014882C655,Gnome Grown Oregon,recreational retailer,Oregon,OR,,,,07/12/2025,active,,
050-1014898CB9E,Green Lion,recreational retailer,Oregon,OR,,,,06/21/2025,active,,
050-1015130EFE0,Nectar,recreational retailer,Oregon,OR,,,,11/01/2024,active,,
050-1015135E4D3,Green Lion,recreational retailer,Oregon,OR,,,,10/27/2024,active,,
050-1015197A5ED,Eden,recreational retailer,Oregon,OR,,,,09/16/2024,active,,
050-1015404D292,Green Lion,recreational retailer,Oregon,OR,,,,04/12/2025,active,,
050-1015536CD46,Kaleafa,recreational retailer,Oregon,OR,,,,08/03/2024,active,,
050-1015716BDCC,Nectar,recreational retailer,Oregon,OR,,,,09/27/2024,active,,
050-1015918D2F6,Weed Land Inc,recreational retailer,Oregon,OR,,,,10/06/2024,active,,
050-1015927ADFE,Green Room (South),recreational retailer,Oregon,OR,,,,12/27/2024,active,,
050-1016124DFA1,Broadway Cannabis Market,recreational retailer,Oregon,OR,,,,03/18/2025,active,,
050-1016131A101,Top Shelf Wellness Center,recreational retailer,Oregon,OR,,,,03/07/2025,active,,
050-1016133E0F5,Shango Premium Cannabis,recreational retailer,Oregon,OR,,,,12/17/2024,active,,
050-1016162FFA8,Peach Cannabis,recreational retailer,Oregon,OR,,,,12/14/2024,active,,
050-1016172E2AC,Justice Cannabis Company,recreational retailer,Oregon,OR,,,,12/21/2024,active,,
050-1016201C7BC,LUCKY LION,recreational retailer,Oregon,OR,,,,12/16/2024,active,,
050-1016274AD84,Lifted Northwest,recreational retailer,Oregon,OR,,,,11/22/2024,active,,
050-1016350B982,High Lakes,recreational retailer,Oregon,OR,,,,08/23/2025,active,,
050-1016408A189,The Red Eye,recreational retailer,Oregon,OR,,,,06/28/2025,active,,
050-1016525DC37,The Herb Center,recreational retailer,Oregon,OR,,,,03/16/2025,active,,
050-1016536C5D3,Mr. Nice Guy Springfield,recreational retailer,Oregon,OR,,,,05/23/2025,active,,
050-1016538BD86,Arcanna,recreational retailer,Oregon,OR,,,,03/09/2025,active,,
050-1016622D255,Dr. Jolly's,recreational retailer,Oregon,OR,,,,03/31/2025,active,,
050-1016693DF27,River City Retail,recreational retailer,Oregon,OR,,,,03/14/2025,active,,
050-1016773ED2A,Nectar,recreational retailer,Oregon,OR,,,,08/31/2024,active,,
050-1016923EE82,POPS' LLC,recreational retailer,Oregon,OR,,,,01/20/2025,active,,
050-1017143AEF5,Cookies,recreational retailer,Oregon,OR,,,,08/12/2024,active,,
050-1017168D93A,Farmer Ken's,recreational retailer,Oregon,OR,,,,06/20/2025,active,,
050-1017194C683,Stokes Cannabis,recreational retailer,Oregon,OR,,,,08/23/2024,active,,
050-1017243C0D9,Highly Cultivated Brands,recreational retailer,Oregon,OR,,,,08/10/2024,active,,
050-1017254B390,High Tide NW LLC,recreational retailer,Oregon,OR,,,,07/31/2025,active,,
050-1017271C92C,Kush Dispensary,recreational retailer,Oregon,OR,,,,02/01/2025,active,,
050-1017327FC6B,WeedAgain,recreational retailer,Oregon,OR,,,,09/07/2025,active,,
